type_id,name_en,name_zh,category,subcategory,product_role,operating_principle,primary_media,primary_applications,pharma_relevance,pharma_applications,lifecycle_status,china_visibility,global_product_url,china_product_url,english_datasheet_url,chinese_datasheet_url,accessed_date,evidence_grade,notes
8232,Chlorine sensor,氯传感器,传感器、变送器与控制器,Liquid Analysis > Chlorine,Chlorine,"The Type 8232 from Bürkert is an electrochemical sensor for measuring the free or total chlorine content of an inorganic source (chlorine gas, sodium hypochlorite solution, ...). The sensor is available in four variants: • The “Trace” sensor (zero chlorine) equipped with three electrodes is suitable for measuring very low concentrations of free chlorine. The diaphragm of this sensor is protected against biofouling and can therefore work for up to four weeks in water without chlorine. It has a voltage output on a 5-pin M12 circular male connector. • The sensor with three electrodes for free chlorine offers greatly reduced pH dependency. The sensor has a current output on a 5-pin M12 circular male connector and is designed for applications in swimming pool, drinking or sea water. The liquid must contain a minimum chlorine concentration (≥ 0.1 ppm). • The sensor with two electrodes for free chlorine delivers a current output on a 5-pin M12 circular male connector. This sensor is designed for use with swimming pool, drinking or process water. The fluid being measured must not contain any cleaning agents (e.g. surfactants) or abrasive particles. The pH value must be kept at a constant level. The fluid must contain a minimum chlorine concentration (≥ 0.1 ppm). • The sensor with three electrodes for total chlorine offers greatly reduced pH dependency. The sensor has a current output on a 5-pin M12 circular male connector and is suitable for applications in swimming pools, drinking or sea water, and brine. It measures total chlorine = free chlorine + combined chlorine.",气体；水；液体；液体/气体,分析测量,MEDIUM,制药用水质量监测,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/8232,https://www.burkert.com.cn/cn/type/8232,https://www.burkert.com/en/Media/plm/DTS/DS/ds8232-standard-eu-en.pdf?id=DTS0000000000000001000231931ENO,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Sensors, Transmitters and Controllers > Liquid Analysis > Chlorine."
8285,"Modular analysis transmitter for pH, ORP, conductivity measurement",适合测量 pH、ORP 和电导率的模块化分析传送器,传感器、变送器与控制器,Controllers / Transmitters,Controllers / Transmitters,"The 8285 modular process analysis system is designed to measure and process liquid analysisparameters. The base unit contents the power supply, signal outputs, binary inputs and the front with graphic display with backlighting. Three slots are available, which depending onthe applications can be occupied with modules for pH, conductivity or also with a module with additional outputs. The hygienic, polished stainless steel enclosure version allows application in the field of bio technology, food processing, and in the pharmaceutical industry. Further applications in thechemical industry, environmental engineering, water and waste-water treatment, and for application in power plants are also possible.",水；液体,分析测量；水处理；卫生过程；食品饮料；制药,HIGH,制药用水质量监测,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/8285,https://www.burkert.com.cn/cn/type/8285,https://www.burkert.com/en/Media/plm/DTS/DS/DS8285-Standard-EU-EN.pdf?id=DTS0000000000000001000096130ENC,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Sensors, Transmitters and Controllers > Controllers / Transmitters."
8312,Pressure transmitter with CANopen interface,带 CANopen 接口的压力变送器,传感器、变送器与控制器,Pressure,Pressure,"The device Type 8312 is used for measuring relative pressures (or absolute pressures, on request) in liquid and gaseous media. The pressure transmitter is available with either a metallic thin-film strain gauge or a ceramic thick-film strain gauge. As a result, the specifications of the device depend on the type of technology it is equipped with. The main differences are: the pressure measurement ranges available, fluid temperature limitations, the types and sizes of process connections available, the presence or absence of a process connection seal and the availability of the flush diaphragm option. The device digitises the pressure value and makes it available through the CANopen digital communication interface (CAN slave). Indeed, instead of an analogue output, this device offers a digital CANopen interface. This allows bidirectional data transfer, e.g. with a CAN/Ethernet gateway, or directly to the PLC that is itself equipped with a CAN interface. CAN devices can also be connected to the Bürkert digital communication interface büS. A driver used for data exchange and settings of the Type 8312 is integrated in the PC tool Bürkert Communicator, which is available on our website. Several useful additional functions have been implemented through the DS 404 device profile.",气体；液体；液体/气体,卫生过程,MEDIUM,,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/8312,https://www.burkert.com.cn/cn/type/8312,https://www.burkert.com/en/Media/plm/DTS/DS/ds8312-standard-eu-en.pdf?id=DTS0000000000000001000416947ENH,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Sensors, Transmitters and Controllers > Pressure | Industrial Communication > EDIP > EDIP capable products."
8314,Pressure Transmitter - OEM,压力传送器 - OEM,传感器、变送器与控制器,Pressure,Pressure,"The compact Type 8314 pressure transmitter meets the highest requirements with regard to mechanical loading, EMC characteristics and operational reliability and is particularly suitable for demanding industrial applications.",,Pressure,MEDIUM,,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/8314,https://www.burkert.com.cn/cn/type/8314,,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Sensors, Transmitters and Controllers > Pressure."
8316,Pressure measuring device,压力测量设备,传感器、变送器与控制器,Pressure,Pressure,"The compact Type 8316 pressure measuring device meets the highest requirements with regard to mechanical loading, EMC characteristics and operational reliability. It is particularly suitable for demanding industrial applications. For aggressive media where stainless steel is not resistant, process connections in PVDF are available.",腐蚀性介质,Pressure,MEDIUM,,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/8316,https://www.burkert.com.cn/cn/type/8316,https://www.burkert.com/en/Media/plm/DTS/DS/ds8316-standard-eu-en.pdf?id=DTS0000000000000001000182539ENL,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Sensors, Transmitters and Controllers > Pressure."
8318,Pressure transmitter with IO-Link interface,带 IO-Link 接口的压力变送器,传感器、变送器与控制器,Pressure,Pressure,"The pressure transmitter measures and monitors relative pressure in liquids and gases. On request, the device is also available for absolute pressure measurement. The effect of the pressure on the sensor element generates a signal which is amplified, digitised and processed. Instead of an analogue output, this device offers a digital interface IO-Link. This interface allows bidirectional data transfer with any IO-Link master. Data access occurs through the available standardised IO Device Description (IODD). The IO-Link corresponds to the specification version 1.1. The bidirectional communication is used to read process data, parameters, diagnostic information and status messages as well as to set parameters. The two green LEDs are permanently lit as soon as power is supplied to the device. Once an IO-Link connection has been established, the LEDs flash. The switching behaviour and the switching thresholds of the digital outputs (maximum of 2, “PNP” or “NPN”) can, like many other parameters, be individually configured.",气体；液体,卫生过程,MEDIUM,,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/8318,https://www.burkert.com.cn/cn/type/8318,https://www.burkert.com/en/Media/plm/DTS/DS/ds8318-standard-eu-en.pdf?id=DTS0000000000000001000416952ENE,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Sensors, Transmitters and Controllers > Pressure | Industrial Communication > IO-Link > IO-Link capable products."
8323,"Pressure transmitter for general applications, 0...25 bar",压力变送器,传感器、变送器与控制器,Pressure,Pressure,"This pressure transmitter is designed to cover the majority of industrial applications in the field of pressure measurement technology. High accuracy, compact design, robust construction and flexibility make the transmitter suitable for different measurement functions. For technical reasons, the piezoresistive sensor element is used for measuring ranges up to 16 bar and thin film sensor element for the measuring range of 25 bar. All wetted parts are made of stainless steel and completely welded. Internal seal elements, which could restrict the choice of measuring media, are excluded.",,卫生过程,MEDIUM,,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/8323,https://www.burkert.com.cn/cn/type/8323,https://www.burkert.com/en/Media/plm/DTS/DS/ds8323-standard-eu-en.pdf?id=DTS0000000000000001000011112ENT,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Sensors, Transmitters and Controllers > Pressure."
8325,"Pressure transmitter for general applications, 0…25 bar",用于所有应用的压力变送器，0-25 bar,传感器、变送器与控制器,Pressure,Pressure,"This pressure transmitter is designed to cover the majority of industrial applications in the field of pressure measurement technology. High accuracy, compact design, robust construction and flexibility make the transmitter suitable for various measurement tasks. All wetted parts are made of stainless steel and completely welded. Internal seal elements, which restrict the choice of measuring materials, are excluded. Many other pressure ranges available, 0.125 % accuracy, other output signals, other electrical connections, other process connections, on request.",,卫生过程,MEDIUM,,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/8325,https://www.burkert.com.cn/cn/type/8325,https://www.burkert.com/en/Media/plm/DTS/DS/ds8325-standard-eu-en.pdf?id=DTS0000000000000001000356452ENK,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Sensors, Transmitters and Controllers > Pressure."
8412,RTD temperature sensor with CANopen interface,带 CANopen 接口的 RTD 温度传感器,传感器、变送器与控制器,Temperature,Temperature,"Resistance thermometers are the preferred choice for measuring the temperature of liquids and gases. The design offers reliable tightness under negative and positive pressure. The measuring insert is equipped with a Pt1000 temperature sensor according to DIN EN 60751, Class A. The measured temperature value is digitised, linearised and made available via the CANopen digital communication interface (CAN slave) for further processing. Instead of an analogue output, this device offers the ­CANopen digital interface. This allows bidirectional data transfer, e.g. with a CAN/Ethernet gateway or directly to a PLC that is equipped with a CAN interface. CAN devices can also be connected to the Bürkert büS digital communication interface. A driver used for data exchange and settings of the 8412 is integrated in the Bürkert PC tool Communicator. Several useful auxiliary functions have been implemented through the DS 404 device profile.",气体；液体,Temperature,MEDIUM,,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/8412,https://www.burkert.com.cn/cn/type/8412,https://www.burkert.com/en/Media/plm/DTS/DS/ds8412-standard-eu-en.pdf?id=DTS0000000000000001000416967ENG,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Sensors, Transmitters and Controllers > Temperature | Industrial Communication > EDIP > EDIP capable products."
8418,RTD temperature sensor with IO-Link interface,带 IO-Link 接口的 RTD 温度传感器,传感器、变送器与控制器,Temperature,Temperature,"The temperature sensor is used for measuring and monitoring the temperature. The impact of the temperature on a resistance thermometer generates a signal which is amplified, digitised and processed. Instead of an analogue output, this device offers a digital interface IO-Link. This allows bidirectional data transfer with any IO-Link master. Data access occurs via the available standardised IODD. The IO-Link corresponds to the specification version 1.1. The bidirectional communication is used to read process data, parameters, diagnostic information and status messages as well as to set parameters. The two green LEDs are permanently lit as soon as power is supplied to the device. Once an IO-Link connection has been established, the LEDs flash. The switching behaviour and the switching thresholds of the digital outputs (max. 2; “PNP” or “NPN”) can - like many other parameters - be individually configured.",,Temperature,MEDIUM,,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/8418,https://www.burkert.com.cn/cn/type/8418,https://www.burkert.com/en/Media/plm/DTS/DS/ds8418-standard-eu-en.pdf?id=DTS0000000000000001000416970ENE,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Sensors, Transmitters and Controllers > Temperature | Industrial Communication > IO-Link > IO-Link capable products."
8605,PWM control electronics for electromagnetic proportional valves,用于电磁比例阀的 PWM 控制电子元件,比例阀,Controllers,Controllers,"The digital control electronics Type 8605 are used to operate proportional solenoid control valves in a power range from 40-2000 mA. The electronics convert an external standard signal into a pulse-width modulated (PWM) signal, which enables infinite adjustment of the opening of the proportional valve and hence a fluidic output parameter (e.g. flow rate). An internal current control with the duty cycle of the PWM signal as an actuating variable ensures that every value of the input signal, irrespective of the thermal state of the coil, is unambiguously assigned a given value of the effective coil current. A display and operating keys allow the electronics to be easily adapted to a particular proportional valve and to the specific conditions of an application. In order to integrate the control unit - and thus also the proportional valve - into a higher-level controller, the CAN-based variant of the control unit (called büS) is required. Parameterisation and configuration of the proportional valve can be performed quickly and easily using the Bürkert Communicator software. Furthermore, the büS control electronics enables the integration of shut-off valves into büS/CAN systems. By using the integrated time control function, a shut-off valve can be opened or closed for a certain period of time. This enables, for example, batch control solutions in filling processes. Optionally, Type 8605 can be equipped with an additional I/O board. This allows the connection of external sensors or switches. The valve behaviour on these input signals can be configured (e.g. 2-point control).",液体/气体,Controllers,LOW,,CURRENT,CHINA_PAGE_AND_ZH_DATASHEET,https://www.burkert.com/en/type/8605,https://www.burkert.com.cn/cn/type/8605,https://www.burkert.com/en/Media/plm/DTS/DS/ds8605-standard-eu-en.pdf?id=DTS0000000000000001000086949ENP,https://www.burkert.com/en/Media/plm/DTS/DS/ds8605-standard-cn-zh.pdf?id=DTS0000000000000001000551272ZHC,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Proportional Valves > Controllers | Industrial Communication > EDIP > EDIP capable products."
8611,eCONTROL – Universal controller,eCONTROL──通用控制器,传感器、变送器与控制器,Controllers / Transmitters,Controllers / Transmitters,"Universal controller Type 8611 is ideally suited for the construction of compact control systems thanks to its compactness. It is compatible and has been tested with all Bürkert proportional valves and sensors, and can be used in combination with all non-Bürkert control valves with a standard signal (4-20 mA/0-10 V/PWM output). The process controller with PI behaviour comes with a variety of auxiliary functions. The process actual value can be connected to one of the three analog inputs of the universal controller as a standard signal (4–20 mA / 0–10 V), a frequency signal, or as a signal from a Pt100 resistance temperature sensor. The process setpoint can be specified via a current or voltage standard signal or via the keyboard. Specifically for temperature control tasks, there is the option to create a cascade structure with underlying flow control. A wide range of control tasks in fluid technology can be implemented for both liquid and gaseous media by enabling the control of proportional valves and process valves.",气体；液体；液体/气体,Controllers / Transmitters,MEDIUM,WFI/PW及CIP流量监控,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/8611,https://www.burkert.com.cn/cn/type/8611,https://www.burkert.com/en/Media/plm/DTS/DS/ds8611-standard-eu-en.pdf?id=DTS0000000000000001000089169ENAB,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Sensors, Transmitters and Controllers > Controllers / Transmitters | Proportional Valves > Controllers | Process and Control Valves > Process Valve Automation > Control."
8614,Pneumatic control cabinet solutions for hygienic process environments,卫生工艺环境的气动开关柜解决方案,气动与过程接口,Control Cabinets,Control Cabinets,"Bürkert has developed ready-to-mount, hygienic control cabinets with standardised connection options for many applications in the food and beverage industry. Depending on requirements, these automation systems (control cabinets) contain valve islands, Type 8652, 8640, 8647 or 8644, with AirLINE Quick adapter plates made of stainless steel. In addition to the widely used PROFIBUS fieldbus, the Ethernet protocols PROFINET and EtherNet/IP can also be used to control these automation systems, including their I/O interfaces.",空气,卫生过程；食品饮料,MEDIUM,制药设备气动自动化,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/8614,https://www.burkert.com.cn/cn/type/8614,,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Pneumatics and Process Interfaces > Control Cabinets | Process and Control Valves > Process Valve Automation > Control Cabinets."
8619,multiCELL – multi-channel/multi-function transmitter/controller,multiCELL──多通道/多功能变送器/控制器,传感器、变送器与控制器,Liquid Analysis > Multichannel Systems,Multichannel Systems,"The Type 8619 multichannel and multifunction transmitter/controller, available in two housing variants for panel or wall mounting, is a microprocessor transmitter/controller for connection of sensors which deliver raw signals for pH, ORP, conductivity and flow via pulses or sensors (like pressure, level, chlorine…) which deliver analogue signals (0…20 mA, 4…20 mA, 0…2 V, 0…5 V, 0…10 V). Type 8619 is the ideal device for measurement and control, as well as dosing processes e.g. in applications of water treatment plants (like boiler, cooling tower or reverse osmosis systems) and food and pharma plants. Modularity in hardware and software offers high flexibility for adjusting it to the applications resulting in a very good price to functionality relation. Sophisticated electronics and state of the art control algorithms ensure that optimum process control is maintained at all times with minimal operator intervention while achieving the highest quality. Thanks to full support of the Modbus TCP, PROFINET (Conformance Class B) or EtherNet/IP, the Type 8619 can be integrated into most Industrial Ethernet environments. Therefore all important process values like measurement data, process diagnostics or device status can be easily integrated into the automation system.",水；液体,定量/加注；分析测量；水处理；食品饮料；制药,HIGH,制药用水质量监测,CURRENT,CHINA_PAGE_AND_ZH_DATASHEET,https://www.burkert.com/en/type/8619,https://www.burkert.com.cn/cn/type/8619,https://www.burkert.com/en/Media/plm/DTS/DS/ds8619-standard-eu-en.pdf?id=DTS0000000000000001000130448ENY,https://www.burkert.com/en/Media/plm/DTS/DS/ds8619-multicell-cn-zh.pdf?id=DTS0000000000000001000409428ZHE,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Sensors, Transmitters and Controllers > Liquid Analysis > Multichannel Systems | Sensors, Transmitters and Controllers > Controllers / Transmitters | Industrial Communication > PROFINET > PROFINET capable products | Industrial Communication > EtherNet/IP > EtherNet/IP capable products."
8620,mxCONTROL Multifunction Controller,mxCONTROL 多功能调节器,传感器、变送器与控制器,Controllers / Transmitters,Controllers / Transmitters,"The mxCONTROL multifunction controller, is a microprocessor controller designed to automate the control of process variables within a water treatment system (e.g. boiler, cooling tower or Reverse Osmosis system). Sophisticated electronics and state of the art control algorithms ensure that optimum process control is maintained at all times, with minimal operator intervention. The controller is capable of processing numerous combinations of analog and digital in- and outputs. Combined with an easy to read large graphic display backlight in three languages, F, G, E. Other languages on demand. The controller is highly software based. It can easily be confi gured/parameterized using a PC tool and SD card or USB interface. Alternatively, the optional Ethernet interface can be used to confi gure and to parameterize the controller. Local manual parameterizing of the controller can also be achieved via the five soft-touch keys. The controller is delivered with the SD Card containing sample confi guration fi les and Instruction Manuals. There are 3 levels of Man-machine interface. Open access, Operator Only Access, Specialist Access.",水,水处理,MEDIUM,,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/8620,https://www.burkert.com.cn/cn/type/8620,https://www.burkert.com/en/Media/plm/DTS/DS/DS8620-mxCONTROL-EU-EN.pdf?id=DTS0000000000000001000115642END,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Sensors, Transmitters and Controllers > Controllers / Transmitters."
8626,Mass flow controller for gases (MFC),气体质量流量控制器 (MFC),质量流量控制器与流量计,Mass Flow Controllers (Gas),Mass Flow Controllers (Gas),"The mass flow controller (MFC) Type 8626 is suitable for controlling the mass flow of high gas quantities. The thermal inline sensor is located directly in the gas stream and therefore achieves very fast response times. A direct-acting proportional valve from Bürkert guarantees, as the actuator, high response sensitivity. The integrated PI controller ensures excellent control characteristics of the MFC. The 8626 can optionally be calibrated for two different gases; the user can toggle between these two gases. As electrical interfaces both, analogue standard signals and fieldbuses are available. The mass flow controller Type 8626 is especially designed for use in harsh environments due to a low sensitivity to contamination and the high IP degree of protection The MFC is ideal for various applications, e.g. burner controls, heat treatment, metallurgy, the food and beverage industry, environmental technology, material coatings, fuel cell technology or test benches.",气体,食品饮料,MEDIUM,发酵/生物反应器供气,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/8626,https://www.burkert.com.cn/cn/type/8626,https://www.burkert.com/en/Media/plm/DTS/DS/ds8626-standard-eu-en.pdf?id=DTS0000000000000001000011124ENW,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Mass Flow Controllers > Mass Flow Controllers (Gas)."
8635,Digital electropneumatic Positioner SideCONTROL,数字电动气动定位器：SideCONTROL 定位器,过程与控制阀,Process Valve Automation > Control,Control,"The SideCONTROL Positioner Type 8635 is an electropneumatic positioner for pneumatically actuated process valves with linear or part-turn actuators. It is excuted in two conductor technology. Signal processing, control and actuation of the internal positioning system are accomplished with microprocessor controlled electronics. The software function Autotune implemented therein enables automatic adaptation of the positioner to the control valve in use. The positioner is parametrized and operated comfortably via three operating keys and a plain-text display. It is possible to set up a decentralized control system if a process controller with PID characteristics is used. As an option, the SideCONTROL Positioner Type 8635 can be supplied with approval for use in the Ex area (Zone 1) according to ATEX. Because of its compact and robust design, the housing is suitable for use in chemical and process engineering.",空气,Process Valve Automation > Control,MEDIUM,制药设备阀门自动化/状态反馈,CURRENT,CHINA_PAGE_AND_ZH_DATASHEET,https://www.burkert.com/en/type/8635,https://www.burkert.com.cn/cn/type/8635,https://www.burkert.com/en/Media/plm/DTS/DS/ds8635-standard-eu-en.pdf2?id=DTS0000000000000001000019155ENU,https://www.burkert.com/en/Media/plm/DTS/DS/ds8635-standard-cn-zh.pdf?id=DTS0000000000000001000669167ZHA,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Process and Control Valves > Process Valve Automation > Control | Process and Control Valves > Control Valves > Positioners / Process Controllers > SideCONTROL."
8640,Modular valve island for pneumatics,定制化的气动系统解决方案,过程与控制阀,Process Valve Automation > Valve Islands,Valve Islands,"The Type 8640 valve unit system is designed to solve diverse and complex control problems due to its systematic modular construction and combination of pneumatic and electrical interfaces. By putting together a row of pneumatic modules with different numbers of valves, 2 to 24 valve functionalities may be realized on one valve unit. Electrical connectivity is achieved by either fieldbus interfaces, common connection (parallel connection technique) or multipin interfaces. The valves allow different applications to be covered. Bodies and connection modules are made of high-quality plastic (polyamide) and are easy to assemble by means of the built-in snap connectors.",空气,Process Valve Automation > Valve Islands,MEDIUM,,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/8640,https://www.burkert.com.cn/cn/type/8640,https://www.burkert.com/en/Media/plm/DTS/DS/ds8640-standard-eu-en.pdf?id=DTS0000000000000001000049870ENAC,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Process and Control Valves > Process Valve Automation > Valve Islands | Pneumatics and Process Interfaces > Valve Islands | Industrial Communication > PROFINET > PROFINET capable products | Industrial Communication > EtherNet/IP > EtherNet/IP capable products."
8644,AirLINE SP electropneumatic automation system,气动自动化系统 AirLINE 阀岛,气动与过程接口,Valve Islands,Valve Islands,"The AirLINE system represents a universal interface between process and system control. It integrates electric and pneumatic building blocks into an assembly, enabling a modular and flexible structure of fieldbus modules, pilot valves and I/O modules thanks to simple locking technology on the standard rail.",空气,Valve Islands,MEDIUM,制药设备气动自动化,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/8644,https://www.burkert.com.cn/cn/type/8644,https://www.burkert.com/en/Media/plm/DTS/DS/ds8644-wago-eu-en.pdf?id=DTS0000000000000001000011132ENX,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Pneumatics and Process Interfaces > Valve Islands | Process and Control Valves > Process Valve Automation > Valve Islands | Industrial Communication > PROFINET > PROFINET capable products | Industrial Communication > EtherNet/IP > EtherNet/IP capable products."
8647,AirLINE SP – electropneumatic automation system,AirLINE SP - 电动气动自动化系统,气动与过程接口,Valve Islands,Valve Islands,"The pneumatic valve island Type 8647 AirLINE SP is a modular, electropneumatic automation system consisting of connection and valve modules. It has been especially developed for safe and complete integration into the decentralised peripheral system “SIMATIC ET 200SP” and “SIMATIC ET 200SP HA"" from Siemens. Pneumatically operated process valves, pneumatic cylinders or other pneumatic components can be connected to the pneumatic outputs. If the pneumatic components are installed with position feedbacks, the position of the actuated pneumatic components can be displayed on the associated pilot valve. This can save time on start-up and maintenance.",空气,Valve Islands,MEDIUM,制药设备气动自动化,CURRENT,CHINA_PAGE_AND_ZH_DATASHEET,https://www.burkert.com/en/type/8647,https://www.burkert.com.cn/cn/type/8647,https://www.burkert.com/en/Media/plm/DTS/DS/ds8647-airline_sp-eu-en.pdf?id=DTS0000000000000001000324658ENW,https://www.burkert.com/en/Media/plm/DTS/DS/ds8647-airlinesp-cn-zh.pdf?id=DTS0000000000000001000391590ZHE,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Pneumatics and Process Interfaces > Valve Islands | Process and Control Valves > Process Valve Automation > Valve Islands | Industrial Communication > PROFINET > PROFINET capable products | Industrial Communication > EtherNet/IP > EtherNet/IP capable products."
8650,AirLINE Ex – electropneumatic automation system for use in potentially explosive areas,AirLINE Ex 电气自动化系统适用于危险区域,气动与过程接口,Valve Islands,Valve Islands,"AirLINE Ex Type 8650 is a modular electrical and pneumatic automation system that controls complex processes in potentially explosive areas (Zones 1/21). The protection class “intinsically safe” (Ex i) of electronic modules and valves allows modules to be replaced during operation. With the modules of the cooperation partner Siemens, Bürkert offers electrical, analogue and digital I/O functions for use in Zone 0.",空气,Valve Islands,MEDIUM,制药设备气动自动化,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/8650,https://www.burkert.com.cn/cn/type/8650,https://www.burkert.com/en/Media/plm/DTS/DS/ds8650-standard-eu-en.pdf?id=DTS0000000000000001000089716ENU,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Pneumatics and Process Interfaces > Valve Islands | Process and Control Valves > Process Valve Automation > Valve Islands."
8652,AirLINE – the valve island optimised for process automation,AirLINE 阀岛──针对过程自动化进行优化,气动与过程接口,Valve Islands,Valve Islands,"The valve island Type 8652 AirLINE has been especially developed for process automation requirements. New diagnostic functions can be visualised on the LC display, both in clear text as well as symbols. This makes it easy to relate to the shown messages and helps to save time during start-up and maintenance. Furthermore, the diagnostic message is also available at the controller. This, therefore, enables a fast overview of the plant status. The hardware is optimised for installation at the bottom of the control cabinet. Installation on a standard rail is, of course, also possible. Moreover, key pneumatic functions ensure increased process reliability. For instance, check valves in the exhaust air ducts make sure there is no unplanned actuation due to pressure peaks.",空气,过程自动化,MEDIUM,制药设备气动自动化,CURRENT,CHINA_PAGE_AND_ZH_DATASHEET,https://www.burkert.com/en/type/8652,https://www.burkert.com.cn/cn/type/8652,https://www.burkert.com/en/Media/plm/DTS/DS/ds8652-airline-eu-en.pdf?id=DTS0000000000000001000336890ENZ,https://www.burkert.com/en/Media/plm/DTS/DS/ds8652-airline-cn-zh.pdf?id=DTS0000000000000001000391593ZHH,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Pneumatics and Process Interfaces > Valve Islands | Process and Control Valves > Process Valve Automation > Valve Islands | Industrial Communication > PROFINET > PROFINET capable products | Industrial Communication > EtherNet/IP > EtherNet/IP capable products | Industrial Communication > EDIP > EDIP capable products."
8653,AirLINE Field – the valve island – optimised for process automation,AirLINE Field 阀岛 – 已针对流程自动化进行了优化,气动与过程接口,Valve Islands,Valve Islands,"The valve island Type 8653 AirLINE Field has been especially developed for applications in process automation. New diagnostic functions can be visualised at the LC display, both in clear text and as symbols. This facilitates assignment of the displayed messages and helps to save time during start-up and maintenance. Furthermore the diagnostic message is also available in the controller. This therefore enables a fast overview of the plant status. The hardware design has been optimised for installation close to the actuator. Thus, an intelligent installation system allows the valve island to be installed in a wide variety of positions. Needless to say, straightforward installation on the DIN rail is also possible. Moreover, key pneumatic functions ensure increased process reliability. For instance, the non-return valves in the exhaust air ducts make sure there is no unplanned actuation due to pressure peaks.",空气,过程自动化,MEDIUM,制药设备气动自动化,CURRENT,CHINA_PAGE_AND_ZH_DATASHEET,https://www.burkert.com/en/type/8653,https://www.burkert.com.cn/cn/type/8653,https://www.burkert.com/en/Media/plm/DTS/DS/ds8653-airline-eu-en.pdf?id=DTS0000000000000001000361033ENI,https://www.burkert.com/en/Media/plm/DTS/DS/ds8653-airline-cn-zh.pdf?id=DTS0000000000000001000567542ZHC,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Pneumatics and Process Interfaces > Valve Islands | Process and Control Valves > Process Valve Automation > Valve Islands | Industrial Communication > EDIP > EDIP capable products | Industrial Communication > IO-Link > IO-Link capable products."
