record_id,spec_key,value_text,source_url,accessed_date,notes
PUCL-1CB43017,Maximum nominal sizes,12.7,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUCL-1CB43017,Cleanliness,Class 2,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUCL-1CB43017,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUCL-1CB43017,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UCL-7100-18526106,Maximum nominal sizes,14.2,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UCL-7100-18526106,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UCL-7100-18526106,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UCL-7100-18526106,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
VURF-041L-A0FBCCEA,Maximum nominal sizes,12.7,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
VURF-041L-A0FBCCEA,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
VURF-041L-A0FBCCEA,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
VURF-041L-A0FBCCEA,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PDW-6B6AF5A0,Maximum nominal sizes,12.7,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PDW-6B6AF5A0,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PDW-6B6AF5A0,Materials,C,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
F900-5473313A,Maximum nominal sizes,25A 25.4,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
F900-5473313A,Cleanliness,Complete,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
F900-5473313A,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
LF900-B2B76351,Maximum nominal sizes,15A 12.7,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
LF900-B2B76351,Cleanliness,Complete,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
LF900-B2B76351,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUW-C0414221,Maximum nominal sizes,25A 25.4,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUW-C0414221,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUW-C0414221,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
VUW-42955F30,Maximum nominal sizes,25A 25.4,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
VUW-42955F30,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
VUW-42955F30,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
RH-0F3C82DB,Maximum nominal sizes,15A 12.7,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
RH-0F3C82DB,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
RH-0F3C82DB,Materials,C,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UJR-28559EEE,Maximum nominal sizes,19.05,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UJR-28559EEE,Cleanliness,Complete,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UJR-28559EEE,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UPG-A9B37E7E,Maximum nominal sizes,12.7,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UPG-A9B37E7E,Cleanliness,Complete,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UPG-A9B37E7E,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UJL-UJT-B170D197,Maximum nominal sizes,12.7,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UJL-UJT-B170D197,Cleanliness,Complete,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UJL-UJT-B170D197,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UJUN-UJU-189E9912,Maximum nominal sizes,14.2,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UJUN-UJU-189E9912,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UJUN-UJU-189E9912,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UJB-A6BC7490,Maximum nominal sizes,25A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UJB-A6BC7490,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UJB-A6BC7490,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UJN-DDB3B6D5,Maximum nominal sizes,15A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UJN-DDB3B6D5,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UJN-DDB3B6D5,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UJP-79E754F6,Maximum nominal sizes,25A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UJP-79E754F6,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UJP-79E754F6,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UJS-FA6A7EC7,Maximum nominal sizes,15A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UJS-FA6A7EC7,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UJS-FA6A7EC7,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FCSP7000-FCSP8000-882FFB98,Cleanliness,Complete,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FCSP7000-FCSP8000-882FFB98,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FCSP7000-FCSP8000-882FFB98,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FINE-SERIES-PURE-IGS-INTEGRATED-GAS-SYSTEM-3D87FB3B,Cleanliness,Complete,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FINE-SERIES-PURE-IGS-INTEGRATED-GAS-SYSTEM-3D87FB3B,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FINE-SERIES-PURE-IGS-INTEGRATED-GAS-SYSTEM-3D87FB3B,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FCST1000-FCST2000-BE84B2C5,Cleanliness,Complete,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FCST1000-FCST2000-BE84B2C5,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FCST1000-FCST2000-BE84B2C5,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FINE-SERIES-PURE-WVG-WATER-VAPOR-GENERATOR-D993DC14,Maximum nominal sizes,6.35,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FINE-SERIES-PURE-WVG-WATER-VAPOR-GENERATOR-D993DC14,Cleanliness,Complete,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FUFL-FUFT-841083A9,Maximum nominal sizes,15A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FUFL-FUFT-841083A9,Cleanliness,Complete,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FUFL-FUFT-841083A9,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FUFL-FUFT-841083A9,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UFL-7100-473CC265,Maximum nominal sizes,15A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UFL-7100-473CC265,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UFL-7100-473CC265,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
