evidence_id,company,series_id,topic,fact_status,summary,source_type,source_title,source_url,accessed_date,evidence_grade,supports_conclusion,notes
GEMU-SERIES-P600M-P600S-P500M,GEMÜ,P600M/P600S/P500M,Customised product solutions / Multi-port block valves,FACT,Current official product or solution page identifies P600M/P600S/P500M as Multi-port valve blocks made of stainless steel.,官方产品页,GEMÜ P600M/P600S/P500M - Multi-port valve blocks made of stainless steel,https://www.gemu-group.com/en/products/customised-product-solutions/multi-port-block-valves/multi-port-valve-blocks-made-of-stainless-steel/,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-N570,GEMÜ,N570,Valve Technology / Pressure Control Valves Check Valves And Strainers,FACT,Current official product or solution page identifies N570 as Plastic mud flaps.,官方产品页,GEMÜ N570 - Plastic mud flaps,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/n570,2026-06-09,A,GEMÜ current-series catalog; pharma relevance LOW.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-R90,GEMÜ,R90,Valve Technology / Pressure Control Valves Check Valves And Strainers,FACT,Current official product or solution page identifies R90 as Metal non-return valve.,官方产品页,GEMÜ R90 - Metal non-return valve,https://www.gemu-group.com/en/products/valve-technology/pressure-control-valves-check-valves-and-strainers/r90,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-102,GEMÜ,102,Valve Technology / Process Solenoid Valves,FACT,Current official product or solution page identifies 102 as Direct operated process solenoid valve made of plastic.,官方产品页,GEMÜ 102 - Direct operated process solenoid valve made of plastic,https://www.gemu-group.com/en/products/valve-technology/process-solenoid-valves/102,2026-06-09,A,GEMÜ current-series catalog; pharma relevance LOW.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-202,GEMÜ,202,Valve Technology / Process Solenoid Valves,FACT,Current official product or solution page identifies 202 as Direct operated process solenoid valve made of plastic.,官方产品页,GEMÜ 202 - Direct operated process solenoid valve made of plastic,https://www.gemu-group.com/en/products/valve-technology/process-solenoid-valves/202,2026-06-09,A,GEMÜ current-series catalog; pharma relevance LOW.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-205,GEMÜ,205,Valve Technology / Process Solenoid Valves,FACT,Current official product or solution page identifies 205 as Direct operated process solenoid valve made of plastic.,官方产品页,GEMÜ 205 - Direct operated process solenoid valve made of plastic,https://www.gemu-group.com/en/products/valve-technology/process-solenoid-valves/205,2026-06-09,A,GEMÜ current-series catalog; pharma relevance LOW.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-8253,GEMÜ,8253,Valve Technology / Process Solenoid Valves,FACT,Current official product or solution page identifies 8253 as Force-controlled process solenoid valve made of metal.,官方产品页,GEMÜ 8253 - Force-controlled process solenoid valve made of metal,https://www.gemu-group.com/en/products/valve-technology/process-solenoid-valves/8253,2026-06-09,A,GEMÜ current-series catalog; pharma relevance LOW.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-8257,GEMÜ,8257,Valve Technology / Process Solenoid Valves,FACT,Current official product or solution page identifies 8257 as Force-controlled process solenoid valve made of metal.,官方产品页,GEMÜ 8257 - Force-controlled process solenoid valve made of metal,https://www.gemu-group.com/en/products/valve-technology/process-solenoid-valves/8257,2026-06-09,A,GEMÜ current-series catalog; pharma relevance LOW.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-8258,GEMÜ,8258,Valve Technology / Process Solenoid Valves,FACT,Current official product or solution page identifies 8258 as Auxiliary controlled process solenoid valve made of metal.,官方产品页,GEMÜ 8258 - Auxiliary controlled process solenoid valve made of metal,https://www.gemu-group.com/en/products/valve-technology/process-solenoid-valves/8258,2026-06-09,A,GEMÜ current-series catalog; pharma relevance LOW.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-8259,GEMÜ,8259,Valve Technology / Process Solenoid Valves,FACT,Current official product or solution page identifies 8259 as Direct operated process solenoid valve made of metal.,官方产品页,GEMÜ 8259 - Direct operated process solenoid valve made of metal,https://www.gemu-group.com/en/products/valve-technology/process-solenoid-valves/8259,2026-06-09,A,GEMÜ current-series catalog; pharma relevance LOW.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-652,GEMÜ,652,Valve Technology / Pulsation Dampers,FACT,Current official product or solution page identifies 652 as Stainless steel pulsation damper.,官方产品页,GEMÜ 652 - Stainless steel pulsation damper,https://www.gemu-group.com/en/products/valve-technology/pulsation-dampers/652,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-314,GEMÜ,314,Valve Technology / Seat Valves,FACT,Current official product or solution page identifies 314 as Pneumatic 3/2-way metal seat valve.,官方产品页,GEMÜ 314 - Pneumatic 3/2-way metal seat valve,https://www.gemu-group.com/en/products/valve-technology/seat-valves/314,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-505,GEMÜ,505,Valve Technology / Seat Valves,FACT,Current official product or solution page identifies 505 as Manual 2/2-way poppet valve with metal body.,官方产品页,GEMÜ 505 - Manual 2/2-way poppet valve with metal body,https://www.gemu-group.com/en/products/valve-technology/seat-valves/505,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-507,GEMÜ,507,Valve Technology / Seat Valves,FACT,Current official product or solution page identifies 507 as Manual 2/2-way globe valve with metal body.,官方产品页,GEMÜ 507 - Manual 2/2-way globe valve with metal body,https://www.gemu-group.com/en/products/valve-technology/seat-valves/507,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-514,GEMÜ,514,Valve Technology / Seat Valves,FACT,Current official product or solution page identifies 514 as Pneumatic 2/2-way globe valve made of metal.,官方产品页,GEMÜ 514 - Pneumatic 2/2-way globe valve made of metal,https://www.gemu-group.com/en/products/valve-technology/seat-valves/514,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-514Z,GEMÜ,514Z,Valve Technology / Seat Valves,FACT,Current official product or solution page identifies 514Z as Pneumatic 2/2-way metal seat valve.,官方产品页,GEMÜ 514Z - Pneumatic 2/2-way metal seat valve,https://www.gemu-group.com/en/products/valve-technology/seat-valves/514z,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-519,GEMÜ,519,Valve Technology / Seat Valves,FACT,Current official product or solution page identifies 519 as Electromotive 2/2-way globe valve with metal body.,官方产品页,GEMÜ 519 - Electromotive 2/2-way globe valve with metal body,https://www.gemu-group.com/en/products/valve-technology/seat-valves/519,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-530,GEMÜ,530,Valve Technology / Seat Valves,FACT,Current official product or solution page identifies 530 as Pneumatic 2/2-way metal seat valve.,官方产品页,GEMÜ 530 - Pneumatic 2/2-way metal seat valve,https://www.gemu-group.com/en/products/valve-technology/seat-valves/530,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-534,GEMÜ,534,Valve Technology / Seat Valves,FACT,Current official product or solution page identifies 534 as Pneumatic 2/2-way poppet valve with metal body.,官方产品页,GEMÜ 534 - Pneumatic 2/2-way poppet valve with metal body,https://www.gemu-group.com/en/products/valve-technology/seat-valves/534,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-536,GEMÜ,536,Valve Technology / Seat Valves,FACT,Current official product or solution page identifies 536 as Pneumatic 2/2-way metal seat valve.,官方产品页,GEMÜ 536 - Pneumatic 2/2-way metal seat valve,https://www.gemu-group.com/en/products/valve-technology/seat-valves/536,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-537,GEMÜ,537,Valve Technology / Seat Valves,FACT,Current official product or solution page identifies 537 as Manual 2/2-way poppet valve with metal body.,官方产品页,GEMÜ 537 - Manual 2/2-way poppet valve with metal body,https://www.gemu-group.com/en/products/valve-technology/seat-valves/537,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-539,GEMÜ,539,Valve Technology / Seat Valves,FACT,Current official product or solution page identifies 539 as Electromotive 2/2-way metal seat valve.,官方产品页,GEMÜ 539 - Electromotive 2/2-way metal seat valve,https://www.gemu-group.com/en/products/valve-technology/seat-valves/539,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-550,GEMÜ,550,Valve Technology / Seat Valves,FACT,Current official product or solution page identifies 550 as Pneumatic 2/2-way metal seat valve.,官方产品页,GEMÜ 550 - Pneumatic 2/2-way metal seat valve,https://www.gemu-group.com/en/products/valve-technology/seat-valves/550,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-553,GEMÜ,553,Valve Technology / Seat Valves,FACT,Current official product or solution page identifies 553 as Modular poppet valve with flexible actuator options.,官方产品页,GEMÜ 553 - Modular poppet valve with flexible actuator options,https://www.gemu-group.com/en/products/valve-technology/seat-valves/553,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-554,GEMÜ,554,Valve Technology / Seat Valves,FACT,Current official product or solution page identifies 554 as Pneumatic 2/2-way poppet valve with metal body.,官方产品页,GEMÜ 554 - Pneumatic 2/2-way poppet valve with metal body,https://www.gemu-group.com/en/products/valve-technology/seat-valves/554,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-555,GEMÜ,555,Valve Technology / Seat Valves,FACT,Current official product or solution page identifies 555 as Pneumatic 2/2-way metal seat valve.,官方产品页,GEMÜ 555 - Pneumatic 2/2-way metal seat valve,https://www.gemu-group.com/en/products/valve-technology/seat-valves/555,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-565,GEMÜ,565,Valve Technology / Seat Valves,FACT,Current official product or solution page identifies 565 as Pneumatic 2/2-way control valve with plastic body.,官方产品页,GEMÜ 565 - Pneumatic 2/2-way control valve with plastic body,https://www.gemu-group.com/en/products/valve-technology/seat-valves/565,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-566,GEMÜ,566,Valve Technology / Seat Valves,FACT,Current official product or solution page identifies 566 as Pneumatic or electromotive control valve with metal body.,官方产品页,GEMÜ 566 - Pneumatic or electromotive control valve with metal body,https://www.gemu-group.com/en/products/valve-technology/seat-valves/566,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-R563,GEMÜ,R563,Valve Technology / Seat Valves,FACT,Current official product or solution page identifies R563 as Electric motor-operated control valve with plastic body.,官方产品页,GEMÜ R563 - Electric motor-operated control valve with plastic body,https://www.gemu-group.com/en/products/valve-technology/seat-valves/r563,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-S40,GEMÜ,S40,Valve Technology / Seat Valves,FACT,Current official product or solution page identifies S40 as Pneumatic 2/2-way metal seat valve.,官方产品页,GEMÜ S40 - Pneumatic 2/2-way metal seat valve,https://www.gemu-group.com/en/products/valve-technology/seat-valves/s40,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-SU40,GEMÜ,SU40,Valve Technology / Single Use Valves Components,FACT,Current official product or solution page identifies SU40 as Pneumatic actuator for Single-Use valve bodies.,官方产品页,GEMÜ SU40 - Pneumatic actuator for Single-Use valve bodies,https://www.gemu-group.com/en/products/valve-technology/single-use-valves-components/su40,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-SUB,GEMÜ,SUB,Valve Technology / Single Use Valves Components,FACT,Current official product or solution page identifies SUB as Diaphragm valve body for Single-Use applications.,官方产品页,GEMÜ SUB - Diaphragm valve body for Single-Use applications,https://www.gemu-group.com/en/products/valve-technology/single-use-valves-components/sub,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-643,GEMÜ,643,Valve Technology / Tank Bottom Valves,FACT,Current official product or solution page identifies 643 as Manual 2/2-way container valve with metal body.,官方产品页,GEMÜ 643 - Manual 2/2-way container valve with metal body,https://www.gemu-group.com/en/products/valve-technology/tank-bottom-valves/643,2026-06-09,A,GEMÜ current-series catalog; pharma relevance MEDIUM.,Parameters and application boundaries remain configuration-specific.
GEMU-SERIES-P40,GEMÜ,P40,Valve Technology / Tank Bottom Valves,FACT,Current official product or solution page identifies P40 as Radial-sealing pneumatic bottom outlet valve made of metal.,官方产品页,GEMÜ P40 - Radial-sealing pneumatic bottom outlet valve made of metal,https://www.gemu-group.com/en/products/valve-technology/tank-bottom-valves/p40,2026-06-09,A,GEMÜ current-series catalog; pharma relevance HIGH.,Parameters and application boundaries remain configuration-specific.
