record_id,catalogue_title,category,subcategory,product_group,model_numbers,maximum_nominal_sizes,cleanliness,flow_rate_class,materials,pharma_relevance,pharma_basis,pharma_applications,english_catalogue_url,chinese_catalogue_url,official_index_url,accessed_date,evidence_grade,notes
UJB-A6BC7490,V-Series,Fittings,4-6. Variable Type,Bushings,UJB,25A,*,,S,LOW,"Current official catalogue row, but no direct pharma positioning in the index.",可能用于通用设备或公用工程；不能据此推断制药适用。,https://www.fujikin.co.jp/support/pdf/newve_new-v-collection_01.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
UJN-DDB3B6D5,V-Series,Fittings,4-6. Variable Type,Nipples,UJN,15A,*,,S,LOW,"Current official catalogue row, but no direct pharma positioning in the index.",可能用于通用设备或公用工程；不能据此推断制药适用。,https://www.fujikin.co.jp/support/pdf/newve_new-v-collection_01.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
UJP-79E754F6,V-Series,Fittings,4-6. Variable Type,Plug,UJP,25A,*,,S,LOW,"Current official catalogue row, but no direct pharma positioning in the index.",可能用于通用设备或公用工程；不能据此推断制药适用。,https://www.fujikin.co.jp/support/pdf/newve_new-v-collection_01.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
UJS-FA6A7EC7,V-Series,Fittings,4-6. Variable Type,Sockets,UJS,15A,*,,S,LOW,"Current official catalogue row, but no direct pharma positioning in the index.",可能用于通用设备或公用工程；不能据此推断制药适用。,https://www.fujikin.co.jp/support/pdf/newve_new-v-collection_01.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
PROVIDER-POWER-UNIT-7F834DE8,PROVIDER POWER UNIT,Systems,5-1. Various Equipment,Compressors/Pumps,,,,,,LOW,Current official catalogue row without a direct pharma-use signal.,,,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FCSP7000-FCSP8000-882FFB98,FINE series PURE FCS® Pressure Series,Systems,5-1. Various Equipment,Flow Control Systems FCS® Pressure Series,FCSP7000 FCSP8000,,Complete,Low,S,MEDIUM,Product function overlaps a pharma utility or equipment task; no blanket sterile claim.,精密气体流量控制；制药发酵适配和中国案例待验证。,https://www.fujikin.co.jp/support/pdf/fcspe_pure_fcs.pdf,https://www.fujikin.co.jp/support/pdf/fcspc_pure_fcs.pdf,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FINE-SERIES-PURE-IGS-INTEGRATED-GAS-SYSTEM-3D87FB3B,FINE series PURE IGS Integrated Gas System,Systems,5-1. Various Equipment,Integrated Gas System (IGS),,,Complete,Low,S,LOW,Current official catalogue row without a direct pharma-use signal.,,https://www.fujikin.co.jp/support/pdf/732-01_pure_igs_eng.pdf,https://www.fujikin.co.jp/support/pdf/igs1c_pure_igs.pdf,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FCST1000-FCST2000-BE84B2C5,Flow Control System FCS® Thermal Series,Systems,5-1. Various Equipment,Mass Flow Controller FCS® Thermal Series,FCST1000 FCST2000,,Complete,Low,S,MEDIUM,Product function overlaps a pharma utility or equipment task; no blanket sterile claim.,精密气体流量控制；制药发酵适配和中国案例待验证。,https://www.fujikin.co.jp/support/pdf/fcste_fcs_thermal.pdf,https://www.fujikin.co.jp/support/pdf/fcstc_fcs_thermal.pdf,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJITEPLER-SEALING-TAPE-AUTOMATIC-WRAPPING-MACHINE-84342C22,Fujitepler Sealing Tape Automatic Wrapping Machine,Systems,5-1. Various Equipment,Sealing Tape Automatic Wrapping Machine,,,,,,LOW,Current official catalogue row without a direct pharma-use signal.,,,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
STATIC-MIXERS-KONGOUKUN-BUNSANKUN-B8180544,Static Mixers Kongoukun・Bunsankun,Systems,5-1. Various Equipment,Static Mixers,,,,,,MEDIUM,Product function overlaps a pharma utility or equipment task; no blanket sterile claim.,制药公用工程、设备内部流体或邻近应用；卫生等级待确认。,https://www.fujikin.co.jp/support/pdf/817-01_mixer_eng.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FINE-SERIES-PURE-WVG-WATER-VAPOR-GENERATOR-D993DC14,FINE series PURE WVG® Water Vapor Generator,Systems,5-1. Various Equipment,Water Vapor Generator,,6.35,Complete,,,LOW,Current official catalogue row without a direct pharma-use signal.,,https://www.fujikin.co.jp/support/pdf/731-01_pure_wvg_eng.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUFL-FUFT-841083A9,FINE series PURE Standard series,Other,6-1. Filters,Filters,FUFL FUFT,15A,Complete,Low,S,MEDIUM,Product function overlaps a pharma utility or equipment task; no blanket sterile claim.,制药公用工程、设备内部流体或邻近应用；卫生等级待确认。,https://www.fujikin.co.jp/support/pdf/fu05e_pure_standard.pdf,https://www.fujikin.co.jp/support/pdf/701-01_pure_standard_chn.pdf,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
UFL-7100-473CC265,Valves & Fittings for Ultra High-Pressure Hydrogen Gas,Other,6-1. Filters,Filters,UFL-7100,15A,*,,S,MEDIUM,Product function overlaps a pharma utility or equipment task; no blanket sterile claim.,制药公用工程、设备内部流体或邻近应用；卫生等级待确认。,https://www.fujikin.co.jp/support/pdf/hyd1e_hyd.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
LIQUID-LEAK-DETECTOR-FINE-BUBBLE-E9625CF6,Liquid Leak Detector FINE BUBBLE,Other,6-2. Liquid Leak Detector (FINE BUBBLE),Liquid Leak Detector (FINE BUBBLE),,,,,,LOW,Current official catalogue row without a direct pharma-use signal.,,,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-PRODUCT-DIGEST-CATALOGUE-OF-CATALOGUE-ECFF9E47,FUJIKIN PRODUCT DIGEST Catalogue of catalogue,Other,6-2. Liquid Leak Detector (FINE BUBBLE),Product Digest,,,,,,LOW,Current official catalogue row without a direct pharma-use signal.,,https://www.fujikin.co.jp/support/pdf/100-01_catalog_of_catalog_eng.pdf,,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
