series_id,spec_key,value_text,source_url,accessed_date,notes
654,Body lining,PFA,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/654,2026-06-09,Exact text from the official product-page technical details table.
654,Body materials,"(316L), forging material 1.4408, investment casting material 1.4435 (BN2), forged material 1.4435, investment casting material 1.4539 (904L), forged material",https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/654,2026-06-09,Exact text from the official product-page technical details table.
654,Conformities,3A CRN EAC FDA Oxygen Reg. (EU) No. 10/2011 Regulation (EC) No. 1935/2004 Regulation (EC) No. 2023/2006 TA Luft (German Clean Air Act) USP,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/654,2026-06-09,Exact text from the official product-page technical details table.
654,Connection standards,ANSI ASME BS DIN EN ISO JIS SMS,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/654,2026-06-09,Exact text from the official product-page technical details table.
654,Connection types,Clamp Flange Spigot thread,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/654,2026-06-09,Exact text from the official product-page technical details table.
654,Diaphragm materials,EPDM FKM PTFE/EPDM PTFE/PVDF/EPDM,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/654,2026-06-09,Exact text from the official product-page technical details table.
654,Media temperature,-10 to 100 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/654,2026-06-09,Exact text from the official product-page technical details table.
654,Nominal sizes,DN 4 to 100,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/654,2026-06-09,Exact text from the official product-page technical details table.
654,Operating pressure,0 Up to 10 bar,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/654,2026-06-09,Exact text from the official product-page technical details table.
654,Sterilization temperature,Max. 150 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/654,2026-06-09,Exact text from the official product-page technical details table.
656,Ambient temperature,0 to 60 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/656,2026-06-09,Exact text from the official product-page technical details table.
656,Body configurations,2/2-way body,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/656,2026-06-09,Exact text from the official product-page technical details table.
656,Body materials,"EN-GJL-250, cast iron material EN-GJS-400-18-LT EN-GJS-400-18-LT, SG iron material EN-GJS-500-7, ductile iron material",https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/656,2026-06-09,Exact text from the official product-page technical details table.
656,Conformities,CRN EAC,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/656,2026-06-09,Exact text from the official product-page technical details table.
656,Connection standards,ANSI EN ISO,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/656,2026-06-09,Exact text from the official product-page technical details table.
656,Connection types,Flange,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/656,2026-06-09,Exact text from the official product-page technical details table.
656,Diaphragm materials,CR EPDM IIR NBR NR,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/656,2026-06-09,Exact text from the official product-page technical details table.
656,Media temperature,0 to 100 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/656,2026-06-09,Exact text from the official product-page technical details table.
656,Nominal sizes,DN 25 to 250,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/656,2026-06-09,Exact text from the official product-page technical details table.
656,Operating pressure,0 to 7 bar,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/656,2026-06-09,Exact text from the official product-page technical details table.
658,Ambient temperature,0 to 60 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/658,2026-06-09,Exact text from the official product-page technical details table.
658,Body configurations,i-body Multi-port body Straight through body T body Tank valve body Welding configuration,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/658,2026-06-09,Exact text from the official product-page technical details table.
658,Body materials,"(316L), forging material 1.4408, investment casting material 1.4435 (BN2), forged material 1.4435, investment casting material 1.4539 (904L), forged material",https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/658,2026-06-09,Exact text from the official product-page technical details table.
658,Conformities,3A BSE/TSE CRN EAC EHEDG FDA FMEDA Oxygen Reg. (EU) No. 10/2011 Regulation (EC) No. 1935/2004 Regulation (EC) No. 2023/2006 TA Luft (German Clean Air Act) USP,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/658,2026-06-09,Exact text from the official product-page technical details table.
658,Connection standards,ANSI ASME BS DIN EN ISO JIS SMS,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/658,2026-06-09,Exact text from the official product-page technical details table.
658,Connection types,Clamp Flange Spigot thread,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/658,2026-06-09,Exact text from the official product-page technical details table.
658,Diaphragm materials,EPDM FKM PTFE/EPDM,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/658,2026-06-09,Exact text from the official product-page technical details table.
658,Media temperature,-10 to 100 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/658,2026-06-09,Exact text from the official product-page technical details table.
658,Nominal sizes,DN 10 to 65,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/658,2026-06-09,Exact text from the official product-page technical details table.
658,Operating pressure,0 to 10 bar,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/658,2026-06-09,Exact text from the official product-page technical details table.
658,Sterilization temperature,Max. 150 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/658,2026-06-09,Exact text from the official product-page technical details table.
660,Ambient temperature,0 to 60 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/660,2026-06-09,Exact text from the official product-page technical details table.
660,Body configurations,2/2-way body i-body Multi-port body Tank valve body T-body Welding configuration,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/660,2026-06-09,Exact text from the official product-page technical details table.
660,Body materials,"1.4408, investment casting material 1.4435 (316L), forged material 1.4435 (BN2), forged material 1.4435, investment casting material 1.4539 (904L), forged material",https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/660,2026-06-09,Exact text from the official product-page technical details table.
660,Conformities,3A BSE/TSE CRN EAC EHEDG FDA FMEDA Oxygen Reg. (EU) No. 10/2011 Regulation (EC) No. 1935/2004 Regulation (EC) No. 2023/2006 TA Luft (German Clean Air Act) USP,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/660,2026-06-09,Exact text from the official product-page technical details table.
660,Connection standards,ANSI ASME BS DIN EN ISO JIS SMS,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/660,2026-06-09,Exact text from the official product-page technical details table.
660,Connection types,Clamp Flange Spigot Threaded connection,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/660,2026-06-09,Exact text from the official product-page technical details table.
660,Diaphragm materials,EPDM PTFE/EPDM,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/660,2026-06-09,Exact text from the official product-page technical details table.
660,Media temperature,-10 to 100 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/660,2026-06-09,Exact text from the official product-page technical details table.
660,Nominal sizes,DN 4 to 25,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/660,2026-06-09,Exact text from the official product-page technical details table.
660,Operating pressure,0 to 5 bar,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/660,2026-06-09,Exact text from the official product-page technical details table.
660,Sterilization temperature,Max. 150 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/660,2026-06-09,Exact text from the official product-page technical details table.
671,Ambient temperature,0 to 60 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/671,2026-06-09,Exact text from the official product-page technical details table.
671,Body configurations,Straight through body,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/671,2026-06-09,Exact text from the official product-page technical details table.
671,Body materials,"(316L), forging material 1.4408, investment casting material 1.4408, investment casting material, PFA lined 1.4435 (BN2), forged material 1.4435, investment casting material 1.4539 (904L), forged material CW617N, brass EN-GJS-400-18-LT, SG iron material EN-GJS-400-18-LT, SG iron material, PFA lined EN-GJS-400-18-LT, SG iron material, PP lined",https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/671,2026-06-09,Exact text from the official product-page technical details table.
671,Conformities,EAC FDA Oxygen Reg. (EU) No. 10/2011 Regulation (EC) No. 1935/2004,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/671,2026-06-09,Exact text from the official product-page technical details table.
671,Connection standards,ANSI ASME BS DIN EN ISO JIS NPT SMS,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/671,2026-06-09,Exact text from the official product-page technical details table.
671,Connection types,Clamp Flange Spigot thread,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/671,2026-06-09,Exact text from the official product-page technical details table.
671,Diaphragm materials,EPDM FKM PTFE/EPDM PTFE/PVDF/EPDM,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/671,2026-06-09,Exact text from the official product-page technical details table.
671,Media temperature,-10 to 80 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/671,2026-06-09,Exact text from the official product-page technical details table.
671,Nominal sizes,DN 15 to 100,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/671,2026-06-09,Exact text from the official product-page technical details table.
671,Operating pressure,0 to 10 bar,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/671,2026-06-09,Exact text from the official product-page technical details table.
671,Sterilization temperature,max. 150 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/671,2026-06-09,Exact text from the official product-page technical details table.
673,Ambient temperature,0 to 60 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/673,2026-06-09,Exact text from the official product-page technical details table.
673,Body configurations,i-body Multi-port body Straight through body Tank valve body,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/673,2026-06-09,Exact text from the official product-page technical details table.
673,Body materials,"1.4408, investment casting material 1.4435, investment casting material 1.4435/316L, forged body material 1.4539/904L, forged and block material",https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/673,2026-06-09,Exact text from the official product-page technical details table.
673,Connection standards,ANSI ASME BS DIN EN ISO JIS SMS,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/673,2026-06-09,Exact text from the official product-page technical details table.
673,Connection types,Clamp Flange Spigot thread,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/673,2026-06-09,Exact text from the official product-page technical details table.
673,Diaphragm materials,EPDM FKM PTFE,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/673,2026-06-09,Exact text from the official product-page technical details table.
673,Media temperature,-10 to 100 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/673,2026-06-09,Exact text from the official product-page technical details table.
673,Nominal sizes,DN 15 to 65,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/673,2026-06-09,Exact text from the official product-page technical details table.
673,Operating pressure,0 to 10 bar,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/673,2026-06-09,Exact text from the official product-page technical details table.
673,Sterilization temperature,Max. 150 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/673,2026-06-09,Exact text from the official product-page technical details table.
673P9,Ambient temperature,0 Up to 60 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/673p9,2026-06-09,Exact text from the official product-page technical details table.
673P9,Body configurations,i-body Multi-port body Straight through body T body Tank valve body Welding configuration,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/673p9,2026-06-09,Exact text from the official product-page technical details table.
673P9,Body lining,PFA PP,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/673p9,2026-06-09,Exact text from the official product-page technical details table.
673P9,Body materials,"(316L), forging material 1.4408, investment casting material 1.4435 (BN2), forged material 1.4435, investment casting material 1.4539 (904L), forged material EN-GJS-400-18-LT (GGG 40.3)",https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/673p9,2026-06-09,Exact text from the official product-page technical details table.
673P9,Conformities,CRN EAC FDA Oxygen Reg. (EU) No. 10/2011 Regulation (EC) No. 1935/2004 Regulation (EC) No. 2023/2006 TA Luft (German Clean Air Act) USP,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/673p9,2026-06-09,Exact text from the official product-page technical details table.
673P9,Connection standards,ANSI ASME BS DIN EN ISO JIS SMS,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/673p9,2026-06-09,Exact text from the official product-page technical details table.
673P9,Connection types,Clamp Flange Spigot thread,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/673p9,2026-06-09,Exact text from the official product-page technical details table.
673P9,Diaphragm materials,EPDM FKM PTFE/EPDM,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/673p9,2026-06-09,Exact text from the official product-page technical details table.
673P9,Media temperature,-10 to 100 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/673p9,2026-06-09,Exact text from the official product-page technical details table.
673P9,Nominal sizes,DN 4 to 65,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/673p9,2026-06-09,Exact text from the official product-page technical details table.
673P9,Operating pressure,0 Up to 10 bar,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/673p9,2026-06-09,Exact text from the official product-page technical details table.
673P9,Sterilization temperature,Max. 150 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/673p9,2026-06-09,Exact text from the official product-page technical details table.
687,Ambient temperature,-10 Up to 60 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/687,2026-06-09,Exact text from the official product-page technical details table.
687,Body configurations,Straight through body T body Tank valve body,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/687,2026-06-09,Exact text from the official product-page technical details table.
687,Body materials,"(316L), forging material 1.4408, investment casting material 1.4408, investment casting material, PFA lined 1.4435 (BN2), forged material 1.4435, investment casting material 1.4539 (904L), forged material EN-GJS-400-18-LT (GGG 40.3), PFA lined EN-GJS-400-18-LT (GGG 40.3), PP lined EN-GJS-400-18-LT, hard rubber lined",https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/687,2026-06-09,Exact text from the official product-page technical details table.
687,Conformities,3A ATEX Belgaqua CRN EAC FDA FMEDA Oxygen Reg. (EU) No. 10/2011 Regulation (EC) No. 1935/2004 TA Luft (German Clean Air Act) USP,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/687,2026-06-09,Exact text from the official product-page technical details table.
687,Connection standards,ANSI ASME BS DIN EN ISO JIS NPT SMS,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/687,2026-06-09,Exact text from the official product-page technical details table.
687,Connection types,Clamp Flange Spigot thread,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/687,2026-06-09,Exact text from the official product-page technical details table.
687,Diaphragm materials,EPDM FKM PTFE PTFE/EPDM PTFE/PVDF/EPDM,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/687,2026-06-09,Exact text from the official product-page technical details table.
687,Media temperature,-30 to 130 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/687,2026-06-09,Exact text from the official product-page technical details table.
687,Nominal sizes,DN 10 to 100,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/687,2026-06-09,Exact text from the official product-page technical details table.
687,Operating pressure,0 Up to 10 bar,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/687,2026-06-09,Exact text from the official product-page technical details table.
687,Sterilization temperature,max. 150 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/687,2026-06-09,Exact text from the official product-page technical details table.
695,Ambient temperature,0 to 60 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/695,2026-06-09,Exact text from the official product-page technical details table.
695,Body configurations,Straight through body,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/695,2026-06-09,Exact text from the official product-page technical details table.
695,Body materials,"(316L), forging material 1.4408, investment casting material 1.4408, investment casting material, PFA lined 1.4435 (BN2), forged material 1.4435, investment casting material 1.4539 (904L), forged material EN-GJS-400-18-LT (GGG 40.3) EN-GJS-400-18-LT, SG iron material with butyl lining EN-GJS-400-18-LT, SG iron material with hard rubber lining EN-GJS-400-18-LT, SG iron material with soft rubber lining EN-GJS-400-18-LT, SG iron material, PFA lined EN-GJS-400-18-LT, SG iron material, PP lined",https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/695,2026-06-09,Exact text from the official product-page technical details table.
695,Conformities,Belgaqua EAC FDA Oxygen TA Luft (German Clean Air Act),https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/695,2026-06-09,Exact text from the official product-page technical details table.
695,Connection standards,ANSI ASME BS DIN EN ISO JIS SMS,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/695,2026-06-09,Exact text from the official product-page technical details table.
695,Connection types,Clamp Flange Spigot thread,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/695,2026-06-09,Exact text from the official product-page technical details table.
695,Diaphragm materials,EPDM FKM NBR PTFE/EPDM PTFE/FKM,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/695,2026-06-09,Exact text from the official product-page technical details table.
695,Media temperature,-10 to 80 °C,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/695,2026-06-09,Exact text from the official product-page technical details table.
695,Nominal sizes,DN 15 to 65,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/695,2026-06-09,Exact text from the official product-page technical details table.
695,Operating pressure,0 to 10 bar,https://www.gemu-group.com/en/products/valve-technology/diaphragm-valves/695,2026-06-09,Exact text from the official product-page technical details table.
710,Ambient temperature,-10 Up to 50 °C,https://www.gemu-group.com/en/products/valve-technology/ball-valves/710,2026-06-09,Exact text from the official product-page technical details table.
710,Ball configurations,Control ball L-port T-port,https://www.gemu-group.com/en/products/valve-technology/ball-valves/710,2026-06-09,Exact text from the official product-page technical details table.
710,Body configurations,Multi-port body Straight through body,https://www.gemu-group.com/en/products/valve-technology/ball-valves/710,2026-06-09,Exact text from the official product-page technical details table.
710,Body materials,"ABS PP-H, grey PVC-C, chlorinated PVC-U, grey PVDF",https://www.gemu-group.com/en/products/valve-technology/ball-valves/710,2026-06-09,Exact text from the official product-page technical details table.
710,Conformities,EAC,https://www.gemu-group.com/en/products/valve-technology/ball-valves/710,2026-06-09,Exact text from the official product-page technical details table.
710,Connection standards,ASTM BS DIN EN ISO JIS,https://www.gemu-group.com/en/products/valve-technology/ball-valves/710,2026-06-09,Exact text from the official product-page technical details table.
710,Connection types,Flange Solvent cement socket Spigot thread Union end,https://www.gemu-group.com/en/products/valve-technology/ball-valves/710,2026-06-09,Exact text from the official product-page technical details table.
710,Media temperature,-20 to 100 °C,https://www.gemu-group.com/en/products/valve-technology/ball-valves/710,2026-06-09,Exact text from the official product-page technical details table.
710,Nominal sizes,DN 10 to 100,https://www.gemu-group.com/en/products/valve-technology/ball-valves/710,2026-06-09,Exact text from the official product-page technical details table.
710,Operating pressure,0 Up to 16 bar,https://www.gemu-group.com/en/products/valve-technology/ball-valves/710,2026-06-09,Exact text from the official product-page technical details table.
710,Seal materials,EPDM FKM,https://www.gemu-group.com/en/products/valve-technology/ball-valves/710,2026-06-09,Exact text from the official product-page technical details table.
717,Ambient temperature,-10 to 50 °C,https://www.gemu-group.com/en/products/valve-technology/ball-valves/717,2026-06-09,Exact text from the official product-page technical details table.
717,Ball configurations,Control ball L-port T-port,https://www.gemu-group.com/en/products/valve-technology/ball-valves/717,2026-06-09,Exact text from the official product-page technical details table.
717,Body configurations,Multi-port body Straight through body,https://www.gemu-group.com/en/products/valve-technology/ball-valves/717,2026-06-09,Exact text from the official product-page technical details table.
717,Body materials,"ABS PP-H, grey PVC-C, chlorinated PVC-U, grey PVDF",https://www.gemu-group.com/en/products/valve-technology/ball-valves/717,2026-06-09,Exact text from the official product-page technical details table.
717,Conformities,EAC,https://www.gemu-group.com/en/products/valve-technology/ball-valves/717,2026-06-09,Exact text from the official product-page technical details table.
717,Connection standards,ANSI BS DIN EN ISO JIS NPT,https://www.gemu-group.com/en/products/valve-technology/ball-valves/717,2026-06-09,Exact text from the official product-page technical details table.
717,Connection types,Flange Solvent cement socket Spigot thread Union end,https://www.gemu-group.com/en/products/valve-technology/ball-valves/717,2026-06-09,Exact text from the official product-page technical details table.
717,Media temperature,-20 to 100 °C,https://www.gemu-group.com/en/products/valve-technology/ball-valves/717,2026-06-09,Exact text from the official product-page technical details table.
717,Nominal sizes,DN 10 to 100,https://www.gemu-group.com/en/products/valve-technology/ball-valves/717,2026-06-09,Exact text from the official product-page technical details table.
717,Operating pressure,0 to 16 bar,https://www.gemu-group.com/en/products/valve-technology/ball-valves/717,2026-06-09,Exact text from the official product-page technical details table.
717,Seal materials,EPDM FKM,https://www.gemu-group.com/en/products/valve-technology/ball-valves/717,2026-06-09,Exact text from the official product-page technical details table.
801,Conformities,ATEX,https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/801,2026-06-09,Exact text from the official product-page technical details table.
801,Connection types,Flange Spigot Union end,https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/801,2026-06-09,Exact text from the official product-page technical details table.
801,Error of measurement,± 1% of final value and ± 3% of measured value,https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/801,2026-06-09,Exact text from the official product-page technical details table.
801,Float materials,PVC-U,https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/801,2026-06-09,Exact text from the official product-page technical details table.
801,Measuring range - Liquids,"0,5 Up to 13000 l/h",https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/801,2026-06-09,Exact text from the official product-page technical details table.
801,Media temperature,-20 to 120 °C,https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/801,2026-06-09,Exact text from the official product-page technical details table.
801,Metering tube materials,"PA, transparent PSU PVC-U, transparent",https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/801,2026-06-09,Exact text from the official product-page technical details table.
801,Nominal sizes,DN 20 to 65,https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/801,2026-06-09,Exact text from the official product-page technical details table.
801,Operating pressure,0 to 15 bar,https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/801,2026-06-09,Exact text from the official product-page technical details table.
805,Conformities,ATEX,https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/805,2026-06-09,Exact text from the official product-page technical details table.
805,Connection types,Flange Spigot Union end,https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/805,2026-06-09,Exact text from the official product-page technical details table.
805,Error of measurement,± 1% of final value and ± 3% of measured value,https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/805,2026-06-09,Exact text from the official product-page technical details table.
805,Float materials,PP,https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/805,2026-06-09,Exact text from the official product-page technical details table.
805,Measuring range - Liquids,"0,5 Up to 13000 l/h",https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/805,2026-06-09,Exact text from the official product-page technical details table.
805,Media temperature,-20 to 120 °C,https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/805,2026-06-09,Exact text from the official product-page technical details table.
805,Metering tube materials,"PA, transparent PSU PVC-U, transparent",https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/805,2026-06-09,Exact text from the official product-page technical details table.
805,Nominal sizes,DN 20 to 65,https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/805,2026-06-09,Exact text from the official product-page technical details table.
805,Operating pressure,0 to 15 bar,https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/805,2026-06-09,Exact text from the official product-page technical details table.
806,Conformities,ATEX FDA,https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/806,2026-06-09,Exact text from the official product-page technical details table.
806,Connection types,Flange Spigot Union end,https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/806,2026-06-09,Exact text from the official product-page technical details table.
806,Error of measurement,± 1% of final value and ± 3% of measured value,https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/806,2026-06-09,Exact text from the official product-page technical details table.
806,Float materials,1.4571 (316 Ti),https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/806,2026-06-09,Exact text from the official product-page technical details table.
806,Measuring range - Liquids,"0,5 Up to 33000 l/h",https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/806,2026-06-09,Exact text from the official product-page technical details table.
806,Media temperature,-20 to 120 °C,https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/806,2026-06-09,Exact text from the official product-page technical details table.
806,Metering tube materials,"PA, transparent PSU PVC-U, transparent",https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/806,2026-06-09,Exact text from the official product-page technical details table.
806,Nominal sizes,DN 20 to 65,https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/806,2026-06-09,Exact text from the official product-page technical details table.
806,Operating pressure,0 to 15 bar,https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/806,2026-06-09,Exact text from the official product-page technical details table.
807,Conformities,ATEX FDA,https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/807,2026-06-09,Exact text from the official product-page technical details table.
807,Connection types,Flange Spigot Union end,https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/807,2026-06-09,Exact text from the official product-page technical details table.
807,Error of measurement,± 1% of final value and ± 3% of measured value,https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/807,2026-06-09,Exact text from the official product-page technical details table.
807,Float materials,1.4571 (316 Ti),https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/807,2026-06-09,Exact text from the official product-page technical details table.
807,Measuring range - Liquids,1 Up to 20000 l/h,https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/807,2026-06-09,Exact text from the official product-page technical details table.
807,Media temperature,-20 to 120 °C,https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/807,2026-06-09,Exact text from the official product-page technical details table.
807,Metering tube materials,"PA, transparent PSU PVC-U, transparent",https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/807,2026-06-09,Exact text from the official product-page technical details table.
807,Nominal sizes,DN 20 to 65,https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/807,2026-06-09,Exact text from the official product-page technical details table.
807,Operating pressure,0 to 15 bar,https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/807,2026-06-09,Exact text from the official product-page technical details table.
816,Conformities,ATEX FDA,https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/816,2026-06-09,Exact text from the official product-page technical details table.
816,Connection types,Flange Spigot Union end,https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/816,2026-06-09,Exact text from the official product-page technical details table.
816,Error of measurement,± 1% of final value and ± 3% of measured value,https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/816,2026-06-09,Exact text from the official product-page technical details table.
816,Float materials,1.4571 (316 Ti),https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/816,2026-06-09,Exact text from the official product-page technical details table.
816,Measuring range - Liquids,10000 Up to 33000 l/h,https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/816,2026-06-09,Exact text from the official product-page technical details table.
816,Media temperature,-20 to 120 °C,https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/816,2026-06-09,Exact text from the official product-page technical details table.
816,Metering tube materials,"PA, transparent PSU PVC-U, transparent",https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/816,2026-06-09,Exact text from the official product-page technical details table.
816,Nominal sizes,DN 20 to 65,https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/816,2026-06-09,Exact text from the official product-page technical details table.
816,Operating pressure,0 to 15 bar,https://www.gemu-group.com/en/products/measurement-and-control-technology/flow-meters/816,2026-06-09,Exact text from the official product-page technical details table.
