evidence_id,company,record_id,topic,fact_status,summary,source_type,source_title,source_url,accessed_date,evidence_grade,supports_conclusion,notes
FUJIKIN-SERIES-UPG-A9B37E7E,Fujikin,UPG-A9B37E7E,Fittings / 4-3. Union Gasket Type,FACT,The current official catalogue index lists FINE series PURE UPG Fittings series with model code(s) UPG.,官方产品目录,FINE series PURE UPG Fittings series,https://www.fujikin.co.jp/support/pdf/upg1e_pure_upg.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-UJL-UJT-B170D197,Fujikin,UJL-UJT-B170D197,Fittings / 4-4. Welding Type,FACT,The current official catalogue index lists FINE series PURE UJR Fittings・Auto Weld series with model code(s) UJL UJT.,官方产品目录,FINE series PURE UJR Fittings・Auto Weld series,https://www.fujikin.co.jp/support/pdf/720-01_pure_ujr_eng.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance MEDIUM.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-UJUN-UJU-189E9912,Fujikin,UJUN-UJU-189E9912,Fittings / 4-5. Cone & Thread Type,FACT,"The current official catalogue index lists Valves & Fittings for Ultra High-Pressure Hydrogen Gas Less Than 50MPa, More Than 99.9MPa with model code(s) UJUN UJU.",官方产品目录,"Valves & Fittings for Ultra High-Pressure Hydrogen Gas Less Than 50MPa, More Than 99.9MPa",https://www.fujikin.co.jp/support/pdf/hyd1e_hyd.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-UJB-A6BC7490,Fujikin,UJB-A6BC7490,Fittings / 4-6. Variable Type,FACT,The current official catalogue index lists V-Series with model code(s) UJB.,官方产品目录,V-Series,https://www.fujikin.co.jp/support/pdf/newve_new-v-collection_01.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-UJN-DDB3B6D5,Fujikin,UJN-DDB3B6D5,Fittings / 4-6. Variable Type,FACT,The current official catalogue index lists V-Series with model code(s) UJN.,官方产品目录,V-Series,https://www.fujikin.co.jp/support/pdf/newve_new-v-collection_01.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-UJP-79E754F6,Fujikin,UJP-79E754F6,Fittings / 4-6. Variable Type,FACT,The current official catalogue index lists V-Series with model code(s) UJP.,官方产品目录,V-Series,https://www.fujikin.co.jp/support/pdf/newve_new-v-collection_01.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-UJS-FA6A7EC7,Fujikin,UJS-FA6A7EC7,Fittings / 4-6. Variable Type,FACT,The current official catalogue index lists V-Series with model code(s) UJS.,官方产品目录,V-Series,https://www.fujikin.co.jp/support/pdf/newve_new-v-collection_01.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-PROVIDER-POWER-UNIT-7F834DE8,Fujikin,PROVIDER-POWER-UNIT-7F834DE8,Systems / 5-1. Various Equipment,FACT,The current official catalogue index lists PROVIDER POWER UNIT with model code(s) not stated.,官方产品目录,PROVIDER POWER UNIT,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-FCSP7000-FCSP8000-882FFB98,Fujikin,FCSP7000-FCSP8000-882FFB98,Systems / 5-1. Various Equipment,FACT,The current official catalogue index lists FINE series PURE FCS® Pressure Series with model code(s) FCSP7000 FCSP8000.,官方产品目录,FINE series PURE FCS® Pressure Series,https://www.fujikin.co.jp/support/pdf/fcspe_pure_fcs.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance MEDIUM.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-FINE-SERIES-PURE-IGS-INTEGRATED-GAS-SYSTEM-3D87FB3B,Fujikin,FINE-SERIES-PURE-IGS-INTEGRATED-GAS-SYSTEM-3D87FB3B,Systems / 5-1. Various Equipment,FACT,The current official catalogue index lists FINE series PURE IGS Integrated Gas System with model code(s) not stated.,官方产品目录,FINE series PURE IGS Integrated Gas System,https://www.fujikin.co.jp/support/pdf/732-01_pure_igs_eng.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-FCST1000-FCST2000-BE84B2C5,Fujikin,FCST1000-FCST2000-BE84B2C5,Systems / 5-1. Various Equipment,FACT,The current official catalogue index lists Flow Control System FCS® Thermal Series with model code(s) FCST1000 FCST2000.,官方产品目录,Flow Control System FCS® Thermal Series,https://www.fujikin.co.jp/support/pdf/fcste_fcs_thermal.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance MEDIUM.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-FUJITEPLER-SEALING-TAPE-AUTOMATIC-WRAPPING-MACHINE-84342C22,Fujikin,FUJITEPLER-SEALING-TAPE-AUTOMATIC-WRAPPING-MACHINE-84342C22,Systems / 5-1. Various Equipment,FACT,The current official catalogue index lists Fujitepler Sealing Tape Automatic Wrapping Machine with model code(s) not stated.,官方产品目录,Fujitepler Sealing Tape Automatic Wrapping Machine,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-STATIC-MIXERS-KONGOUKUN-BUNSANKUN-B8180544,Fujikin,STATIC-MIXERS-KONGOUKUN-BUNSANKUN-B8180544,Systems / 5-1. Various Equipment,FACT,The current official catalogue index lists Static Mixers Kongoukun・Bunsankun with model code(s) not stated.,官方产品目录,Static Mixers Kongoukun・Bunsankun,https://www.fujikin.co.jp/support/pdf/817-01_mixer_eng.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance MEDIUM.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-FINE-SERIES-PURE-WVG-WATER-VAPOR-GENERATOR-D993DC14,Fujikin,FINE-SERIES-PURE-WVG-WATER-VAPOR-GENERATOR-D993DC14,Systems / 5-1. Various Equipment,FACT,The current official catalogue index lists FINE series PURE WVG® Water Vapor Generator with model code(s) not stated.,官方产品目录,FINE series PURE WVG® Water Vapor Generator,https://www.fujikin.co.jp/support/pdf/731-01_pure_wvg_eng.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-FUFL-FUFT-841083A9,Fujikin,FUFL-FUFT-841083A9,Other / 6-1. Filters,FACT,The current official catalogue index lists FINE series PURE Standard series with model code(s) FUFL FUFT.,官方产品目录,FINE series PURE Standard series,https://www.fujikin.co.jp/support/pdf/fu05e_pure_standard.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance MEDIUM.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-UFL-7100-473CC265,Fujikin,UFL-7100-473CC265,Other / 6-1. Filters,FACT,The current official catalogue index lists Valves & Fittings for Ultra High-Pressure Hydrogen Gas with model code(s) UFL-7100.,官方产品目录,Valves & Fittings for Ultra High-Pressure Hydrogen Gas,https://www.fujikin.co.jp/support/pdf/hyd1e_hyd.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance MEDIUM.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-LIQUID-LEAK-DETECTOR-FINE-BUBBLE-E9625CF6,Fujikin,LIQUID-LEAK-DETECTOR-FINE-BUBBLE-E9625CF6,Other / 6-2. Liquid Leak Detector (FINE BUBBLE),FACT,The current official catalogue index lists Liquid Leak Detector FINE BUBBLE with model code(s) not stated.,官方产品目录,Liquid Leak Detector FINE BUBBLE,https://www.fujikin.co.jp/en/support/download/,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
FUJIKIN-SERIES-FUJIKIN-PRODUCT-DIGEST-CATALOGUE-OF-CATALOGUE-ECFF9E47,Fujikin,FUJIKIN-PRODUCT-DIGEST-CATALOGUE-OF-CATALOGUE-ECFF9E47,Other / 6-2. Liquid Leak Detector (FINE BUBBLE),FACT,The current official catalogue index lists FUJIKIN PRODUCT DIGEST Catalogue of catalogue with model code(s) not stated.,官方产品目录,FUJIKIN PRODUCT DIGEST Catalogue of catalogue,https://www.fujikin.co.jp/support/pdf/100-01_catalog_of_catalog_eng.pdf,2026-06-09,A,Fujikin current series catalogue; pharma relevance LOW.,Series-level catalogue row. Model codes may cover multiple variants; do not treat them as interchangeable.
